iter	Logloss	Accuracy
0	0.6768566514	0.8170731707
1	0.6632089626	0.9268292683
2	0.6529056636	0.963414634133	0.6384027274	0.963414634144	0.6271682052	0.9634146345	5	0.6127631537	0.975609756	06	0.5992058301	0.9756097	0.57	0.5896254867	0.963418	0.588	0.5767844372	0.96349	0.5779	0.5665472004	0.98710	0.5610	0.5589186453	0.9811	0.55111	0.5502135895	0.9712	0.539112	0.5424279638	013	0.559332713	0.5317957974	14	0.554698714	0.5236973899	15	0.5445972615	0.514248459816	0.53463163916	017	0.5257562517	1
18	0.5224689763	1
19	0.5107168877	1
20	0.5039307112	1
21	0.4958705638	1
22	0.4890761068	1
23	0.4821066953	1
24	0.4765158677	1
25	0.47142611	1
26	0.4656825069	0.987654321
27	0.459639031	0.987628	0.428	0.453152329	0.4078913369	2930	0.4010230911	1
31	0.3940943037	1
32	0.3889131043	1
33	0.3817157165	1
34	0.3782385463	1
35	0.3727926608	1
36	0.3671861811	1
37	0.3605168431	1
38	0.3555734413	1
39	0.3508419276	1
40	0.3444857062	1
41	0.3386597079	1
42	0.3348464564	1
43	0.3299970169	1
44	0.3254504881	1
45	0.3209606467	1
46	0.3169253542	1
47	0.3113830802	1
48	0.3065975335	1
49	0.3025421734	1
50	0.298042774	1
51	0.2937004807	1
52	0.2908695835	1
53	0.2874194376	1
54	0.2844609798	1
55	0.279966916	1
56	0.273049899	1
57	0.2680265339	1
58	0.2639309554	1
59	0.2625268794	1
60	0.2585708431	1
61	0.2573126281	1
62	0.2530609331	1
63	0.2483737679	1
64	0.2449936256	1
65	0.2427286916	1
66	0.2391510304	1
67	0.2352691412	1
68	0.2333817465	1
69	0.2296402873	1
70	0.2260671909	1
71	0.2238201051	1
72	0.2193247752	1
73	0.2161039821	1
74	0.2143054725	1
75	0.2128787916	1
76	0.2104060138	1
77	0.2082699874	1
78	0.2058631873	1
79	0.2029074872	1
80	0.2006096292	1
81	0.1976635107	1
82	0.1953978851	1
83	0.1928046743	1
84	0.1903873627	1
85	0.1889242566	1
86	0.1867438871	1
87	0.1845623563	1
88	0.1810140607	1
89	0.1795059493	1
90	0.1773677836	1
91	0.1759633826	1
92	0.1734896496	1
93	0.1722760337	1
94	0.1711612223	1
95	0.1688354202	1
96	0.1672172398	1
97	0.1659140676	1
98	0.1634018777	1
99	0.1614141183	1
100	0.1588807503	1
101	0.1572749798	1
102	0.1557034629	1
103	0.1538670127	1
104	0.1519845305	1
105	0.149917043	1
106	0.1483023422	1
107	0.1471142522	1
108	0.1457185243	1
109	0.1441772423	1
110	0.1427739249	1
111	0.1416919617	1
112	0.1403994716	1
113	0.1390915289	1
114	0.1375732149	1
115	0.1361292516	1
116	0.1350413774	1
117	0.1337123285	1
118	0.132604664	1
119	0.1317738567	1
120	0.1309975151	1
121	0.1302147509	1
122	0.1289137999	1
123	0.1281879858	1
124	0.1261070736	1
125	0.1245244227	1
126	0.1236227318	1
127	0.1222634683	1
128	0.1205081043	1
129	0.1195064929	1
130	0.1181197618	1
131	0.1168498972	1
132	0.1151378531	1
133	0.1135737684	1
134	0.111122667	1
135	0.11028815	1
136	0.1087548944	1
137	0.1071016499	1
138	0.1055361712	1
139	0.1045903443	1
140	0.1028671205	1
141	0.1017798375	1
142	0.1007871164	1
143	0.09989730926	1
144	0.09876112251	1
145	0.09786698907	1
146	0.09665709262	1
147	0.09558819211	1
148	0.09422271095	1
149	0.09354052824	1
150	0.09270509411	1
151	0.0916795718	1
152	0.09044120419	1
153	0.08865656082	1
154	0.08790188045	1
155	0.08716511257	1
156	0.08651454377	1
157	0.08567277825	1
158	0.08500783109	1
159	0.08448303519	1
160	0.08358143379	1
161	0.08263270598	1
162	0.08197729523	1
163	0.08118578075	1
164	0.08048539493	1
165	0.0790624851	1
166	0.07836427619	1
167	0.0776176643	1
168	0.07709537293	1
169	0.07597873633	1
170	0.07523581153	1
171	0.07466166066	1
172	0.07381465002	1
173	0.07333619232	1
174	0.07257236002	1
175	0.0718508144	1
176	0.070886324	1
177	0.06992751582	1
178	0.06929328588	1
179	0.06878914395	1
180	0.06829196703	1
181	0.06761670932	1
182	0.06689787125	1
183	0.06581898922	1
184	0.06509271826	1
185	0.06457465823	1
186	0.06398163388	1
187	0.06322173652	1
188	0.0625395891	1
189	0.06188934601	1
190	0.06113533137	1
191	0.0603774285	1
192	0.05953059305	1
193	0.05894927381	1
194	0.0581900609	1
195	0.0573741648	1
196	0.05676283407	1
197	0.05566386198	1
198	0.05503557976	1
199	0.05435764561	1
200	0.05385250256	1
201	0.05333850823	1
202	0.05268769388	1
203	0.05190905845	1
204	0.05139091238	1
205	0.0509563526	1
206	0.05048847903	1
207	0.0500031148	1
208	0.04964409536	1
209	0.04901166489	1
210	0.04843752705	1
211	0.04802449585	1
212	0.04745380687	1
213	0.04700474481	1
214	0.04641675837	1
215	0.04591572659	1
216	0.04549681571	1
217	0.04501545778	1
218	0.04449896358	1
219	0.04412394952	1
220	0.0437308445	1
221	0.0432715084	1
222	0.04279248136	1
223	0.04232504468	1
224	0.04183041151	1
225	0.04139088017	1
226	0.04102696065	1
227	0.04069733792	1
228	0.04039811543	1
229	0.03992014085	1
230	0.0394967056	1
231	0.03916966264	1
232	0.0387780573	1
233	0.03827030526	1
234	0.03801175375	1
235	0.03763507915	1
236	0.03732255185	1
237	0.03708058909	1
238	0.03684626562	1
239	0.03652585076	1
240	0.03620508867	1
241	0.03583652965	1
242	0.03555064011	1
243	0.03517910813	1
244	0.03498137117	1
245	0.03439833792	1
246	0.03389237875	1
247	0.03359296213	1
248	0.03336689721	1
249	0.03311140025	1
250	0.03280685568	1
251	0.03258695961	1
252	0.03236201135	1
253	0.03209370872	1
254	0.03177098249	1
255	0.03147119522	1
256	0.03133170915	1
257	0.03108800259	1
258	0.03090356212	1
259	0.03069255998	1
260	0.03048691583	1
261	0.03025972342	1
262	0.03008289049	1
263	0.02977135756	1
264	0.02962129784	1
265	0.02932169789	1
266	0.0289473454	1
267	0.02871408941	1
268	0.02847084604	1
269	0.02819615711	1
270	0.02790827969	1
271	0.02777607226	1
272	0.02758070284	1
273	0.02745447129	1
274	0.02715755261	1
275	0.02691611715	1
276	0.02679700658	1
277	0.02657148267	1
278	0.02633696486	1
279	0.02619207312	1
280	0.02601107607	1
281	0.02585175954	1
282	0.0256266917	1
283	0.02535197742	1
284	0.02519061386	1
285	0.02500410426	1
286	0.02482568889	1
287	0.02468062595	1
288	0.0244695351	1
289	0.02432512422	1
290	0.02417180151	1
291	0.02404063755	1
292	0.02384960452	1
293	0.02371728267	1
294	0.02353211867	1
295	0.02343314232	1
296	0.023321571	1
297	0.02310408577	1
298	0.02298836392	1
299	0.02284303025	1
300	0.02271255411	1
301	0.02258047602	1
302	0.02244064047	1
303	0.02227133691	1
304	0.02215988292	1
305	0.02196109373	1
306	0.02181223671	1
307	0.02167329931	1
308	0.02150734842	1
309	0.02139726285	1
310	0.02127410538	1
311	0.02111409188	1
312	0.021020895	1
313	0.02085608962	1
314	0.0207002397	1
315	0.02057004075	1
316	0.02044831547	1
317	0.0203517624	1
318	0.02020974226	1
319	0.02009775495	1
320	0.01997703176	1
321	0.01987183561	1
322	0.01977792254	1
323	0.01968989019	1
324	0.01955462489	1
325	0.0194314526	1
326	0.01930535059	1
327	0.01921141517	1
328	0.01911722894	1
329	0.01901489287	1
330	0.01890826638	1
331	0.01880733108	1
332	0.01868476124	1
333	0.01857689847	1
334	0.01844952347	1
335	0.01826852876	1
336	0.01817650913	1
337	0.01808331323	1
338	0.01798683175	1
339	0.01786717252	1
340	0.01778085424	1
341	0.01771512144	1
342	0.0176472579	1
343	0.01753707485	1
344	0.01748648803	1
345	0.01734346669	1
346	0.01727037187	1
347	0.01716447189	1
348	0.01706653901	1
349	0.01697191604	1
350	0.01681415304	1
351	0.01675294838	1
352	0.01666052735	1
353	0.01658155279	1
354	0.01653068251	1
355	0.01643344933	1
356	0.01634326189	1
357	0.01628964829	1
358	0.01619596603	1
359	0.01613336605	1
360	0.01605070509	1
361	0.01598859421	1
362	0.01591987883	1
363	0.01580539005	1
364	0.0157415695	1
365	0.01567355643	1
366	0.01562764252	1
367	0.01556118234	1
368	0.01548118341	1
369	0.01540085675	1
370	0.01532656377	1
371	0.01522839161	1
372	0.01518880515	1
373	0.01514226158	1
374	0.01507012486	1
375	0.01496820858	1
376	0.01486516142	1
377	0.01473535786	1
378	0.01467681576	1
379	0.01459063977	1
380	0.01453351092	1
381	0.01447242509	1
382	0.01441561684	1
383	0.01435699185	1
384	0.01430090117	1
385	0.01425856906	1
386	0.0142024443	1
387	0.01416587858	1
388	0.01408665877	1
389	0.01399244496	1
390	0.01394294379	1
391	0.0138901229	1
392	0.01384095699	1
393	0.0137842594	1
394	0.0137394438	1
395	0.01366885778	1
396	0.01359857092	1
397	0.01355761904	1
398	0.01350134874	1
399	0.01344691571	1
400	0.01339187358	1
401	0.01332269297	1
402	0.01325201086	1
403	0.0131984201	1
404	0.0131396844	1
405	0.01308816775	1
406	0.01305046885	1
407	0.01299109722	1
408	0.01293551458	1
409	0.01287089463	1
410	0.01279932952	1
411	0.01273652658	1
412	0.01267631385	1
413	0.01264126413	1
414	0.01260430652	1
415	0.01252789443	1
416	0.01248539092	1
417	0.01241982324	1
418	0.012390014	1
419	0.01235314525	1
420	0.01231133267	1
421	0.01224959951	1
422	0.01220663475	1
423	0.01217548872	1
424	0.01213495063	1
425	0.01206894343	1
426	0.01203807976	1
427	0.01198746764	1
428	0.01195335841	1
429	0.01189539901	1
430	0.01184600391	1
431	0.01179389248	1
432	0.0117274588	1
433	0.01168947726	1
434	0.01163552891	1
435	0.01160516585	1
436	0.01155260996	1
437	0.01152431881	1
438	0.01145422384	1
439	0.01139222924	1
440	0.01132949728	1
441	0.01130518702	1
442	0.01124752941	1
443	0.01120973219	1
444	0.01117452964	1
445	0.01112793585	1
446	0.01108647158	1
447	0.01105556426	1
448	0.01102736923	1
449	0.01099746498	1
450	0.01093127214	1
451	0.01088233542	1
452	0.0108498935	1
453	0.01080477715	1
454	0.01076723897	1
455	0.01072338983	1
456	0.01069591985	1
457	0.0106464973	1
458	0.01062201156	1
459	0.01057357933	1
460	0.01053587251	1
461	0.01051134137	1
462	0.01047078596	1
463	0.01042896297	1
464	0.0103804765	1
465	0.01034838833	1
466	0.01030895184	1
467	0.01026934824	1
468	0.01020861056	1
469	0.0101762493	1
470	0.01013121982	1
471	0.01006078153	1
472	0.01000926009	1
473	0.009967629728	1
474	0.009944034921	1
475	0.009909072552	1
476	0.009879062861	1
477	0.009830787144	1
478	0.009794822348	1
479	0.009770419005	1
480	0.009742856485	1
481	0.009709783792	14482	0.009681938165	48483	0.00966030922483	484	0.0096304961484	0485	0.009609585485	0.486	0.00958215486	0.487	0.00956441487	0.0488	0.0095333488	0.01489	0.009492489	0.010490	0.00945490	0.0109491	0.0094491	0.01087492	0.00492	0.0108354493	0493	0.0108017767494	494	0.01076592019495495	0.0107302115	14496	0.01069960065	14497	0.01066290978	1
498	0.01062779618	1
499	0.01059193948	1
500	0.01055605876	1
501	0.0105164709	1
502	0.01047312024	1
503	0.01044084503	1
504	0.01040999533	1
505	0.01038027065	1
506	0.01034283884	1
507	0.01028756493	1
508	0.01025233123	1
509	0.0102218661	1
510	0.01018698265	1
511	0.0101548079	1
512	0.01010935954	1
513	0.01007393617	1
514	0.01003524458	1
515	0.01001456592	1
516	0.009988310554	1
517	0.009964062997	1
518	0.009925472957	1
519	0.009891366649	1
520	0.009855438992	1
521	0.009819606978	1
522	0.00978719163	1
523	0.009757256757	1
524	0.009717781916	1
525	0.009688858403	1
526	0.009664249716	1
527	0.009628563128	1
528	0.009581030371	1
529	0.00953904262	1
530	0.009520568538	1
531	0.009485367255	1
532	0.009458615891	1
533	0.009417770793	1
534	0.009389393311	1
535	0.009353378082	1
536	0.009327267607	1
537	0.009279785185	1
538	0.009253618392	1
539	0.009232382651	1
540	0.009201887018	1
541	0.009181950991	1
542	0.009158988138	1
543	0.00913765377	1
544	0.009113178279	1
545	0.00908976323	1
546	0.009063792639	1
547	0.009038931771	1
548	0.009012371239	1
549	0.008980848492	1
550	0.008956376755	1
551	0.008920533437	1
552	0.008909596123	1
553	0.008882980079	1
554	0.008851727815	1
555	0.008830401416	1
556	0.008811071616	1
557	0.008779618047	1
558	0.008749876401	1
559	0.008731751278	1
560	0.008717579431	1
561	0.008688799983	1
562	0.008665175443	1
563	0.00864112541	1
564	0.008603123702	1
565	0.008581754258	1
566	0.008553102677	1
567	0.008522709057	1
568	0.008508556951	1
569	0.008497520703	1
570	0.008476122428	1
571	0.008455716614	1
572	0.00843338275	1
573	0.008399272931	1
574	0.008380104089	1
575	0.008368705297	1
576	0.008351797032	1
577	0.008338975981	1
578	0.008316708712	1
579	0.00829947423	1
580	0.008271732751	1
581	0.008256544184	1
582	0.008241118047	1
583	0.008220610277	1
584	0.008183281251	1
585	0.008150718148	1
586	0.00812857344	1
587	0.008107161324	1
588	0.008078075653	1
589	0.008062903291	1
590	0.008046485456	1
591	0.00802359076	1
592	0.008001082416	1
593	0.007974915182	1
594	0.007953979915	1
595	0.007936610638	1
596	0.007923458848	1
597	0.007900961177	1
598	0.007867286731	1
599	0.007853027811	1
600	0.007831523049	1
601	0.007810425161	1
602	0.007788173487	1
603	0.007766503694	1
604	0.007744571029	1
605	0.007728788868	1
606	0.007709068407	1
607	0.00768909718	1
608	0.007667847582	1
609	0.007637668688	1
610	0.007621992963	1
611	0.007605594438	1
612	0.007581198749	1
613	0.00755983169	1
614	0.007536096521	1
615	0.007514934526	1
616	0.007499526169	1
617	0.007476517523	1
618	0.007463492289	1
619	0.007443488447	1
620	0.007431993025	1
621	0.00741669657	1
622	0.00739590079	1
623	0.007373979433	1
624	0.007357423267	1
625	0.007314627976	1
626	0.007296411762	1
627	0.007281817996	1
628	0.007256683915	1
629	0.007247623353	1
630	0.007232987263	1
631	0.007223569032	1
632	0.007204448697	1
633	0.00718186542	1
634	0.007165957369	1
635	0.007149731765	1
636	0.007129935759	1
637	0.007111403625	1
638	0.007092351664	1
639	0.007066853176	1
640	0.007049891332	1
641	0.007034599119	1
642	0.007009851939	1
643	0.006994928178	1
644	0.006976523395	1
645	0.006956230129	1
646	0.006941227728	1
647	0.006927380012	1
648	0.006912169896	1
649	0.006900077499	1
650	0.006885442248	1
651	0.006873530011	1
652	0.006848979428	1
653	0.006832047214	1
654	0.006820320007	1
655	0.006807050739	1
656	0.006783997055	1
657	0.006746042607	1
658	0.006728399114	1
659	0.006713562582	1
660	0.006706451244	1
661	0.006689650856	1
662	0.00667400091	1
663	0.00666178396	1
664	0.006640496829	1
665	0.006622031558	1
666	0.006604485406	1
667	0.00657956829	1
668	0.006563271657	1
669	0.006553105972	1
670	0.006539499066	1
671	0.006527983961	1
672	0.006517320082	1
673	0.006508072004	1
674	0.006493948486	1
675	0.006476454768	1
676	0.006452048527	1
677	0.006436850087	1
678	0.006418784462	1
679	0.00640655158	1
680	0.006395963273	1
681	0.006380298676	1
682	0.006361038718	1
683	0.006345354596	1
684	0.00632794956	1
685	0.006313575293	1
686	0.006295358721	1
687	0.006287197644	1
688	0.006275347629	1
689	0.006257081932	1
690	0.006237555253	1
691	0.00621783573	1
692	0.006211389225	1
693	0.006195769026	1
694	0.006183171292	1
695	0.006166698372	1
696	0.006157360224	1
697	0.006143787066	1
698	0.006133319952	1
699	0.006123228845	1
700	0.006108632464	1
701	0.0060975786	1
702	0.006070719679	1
703	0.006051981256	1
704	0.006038404586	1
705	0.006020713834	1
706	0.006011323377	1
707	0.005999844341	1
708	0.005990146425	1
709	0.005971237405	1
710	0.005954598145	1
711	0.005942630163	1
712	0.005933381655	1
713	0.005926950012	1
714	0.005916229717	1
715	0.00590788207	1
716	0.005893544048	1
717	0.005883183557	1
718	0.005873170094	1
719	0.005860713546	1
720	0.005849447092	1
721	0.005838472707	1
722	0.005826022724	1
723	0.005819159226	1
724	0.005805562772	1
725	0.005796118247	1
726	0.005784150134	1
727	0.005773992597	1
728	0.005762250291	1
729	0.005752435091	1
730	0.005737971888	1
731	0.005730341398	1
732	0.005718305258	1
733	0.005709495882	1
734	0.005700830609	1
735	0.005683035608	1
736	0.005676040093	1
737	0.005666096691	1
738	0.005644077821	1
739	0.005636568943	1
740	0.005625740843	1
741	0.005618597801	1
742	0.005603702124	1
743	0.005594438804	1
744	0.005584542735	1
745	0.005575692286	1
746	0.005557880959	1
747	0.005541025036	1
748	0.005532449498	1
749	0.005522026897	1
750	0.005510725989	1
751	0.005499870587	1
752	0.005492025379	1
753	0.005486179359	1
754	0.00547605461	1
755	0.005458909234	1
756	0.005452740466	1
757	0.005439454252	1
758	0.005430009281	1
759	0.005421847994	1
760	0.005397737974	1
761	0.00539139264	1
762	0.005381176405	1
763	0.005373710387	1
764	0.005366474296	1
765	0.005354493841	1
766	0.005343664751	1
767	0.00533213187	1
768	0.005318060729	1
769	0.005312936202	1
770	0.00530299529	1
771	0.00529726278	1
772	0.005292443009	1
773	0.005278131731	1
774	0.005270399149	1
775	0.00525990067	1
776	0.005248430143	1
777	0.005236065839	1
778	0.005227798752	1
779	0.005222350845	1
780	0.005206969147	1
781	0.005198526191	1
782	0.005188234644	1
783	0.00518118177	1
784	0.00517110911	1
785	0.005157552657	1
786	0.005149440001	1
787	0.005144430418	1
788	0.005139234429	1
789	0.005124284157	1
790	0.005118823923	1
791	0.005101521427	1
792	0.005090646775	1
793	0.005078269352	1
794	0.00506972106	1
795	0.005060061808	1
796	0.005054844526	1
797	0.005048041141	1
798	0.005040273683	1
799	0.005030767219	1
800	0.005022145893	1
801	0.00500979515	1
802	0.004995143634	1
803	0.004989322332	1
804	0.004981049456	1
805	0.004972718398	1
806	0.004960294159	1
807	0.004948019424	1
808	0.004939040738	1
809	0.004930940371	1
810	0.004924009654	1
811	0.004917700387	1
812	0.004909337769	1
813	0.004901073109	1
814	0.004892085469	1
815	0.004881681737	1
816	0.004874365996	1
817	0.004868047215	1
818	0.004857222033	1
819	0.004850977206	1
820	0.004843407658	1
821	0.004835316199	1
822	0.004827964623	1
823	0.004818701091	1
824	0.004810598556	1
825	0.004804265837	1
826	0.004800358467	1
827	0.004789672734	1
828	0.004783219161	1
829	0.004775101498	1
830	0.004763750674	1
831	0.004754270938	1
832	0.004748537025	1
833	0.004740681069	1
834	0.004734610183	1
835	0.004721868309	1
836	0.004714384008	1
837	0.004710271731	1
838	0.004702919823	1
839	0.004695712882	1
840	0.00469030296	1
841	0.004679764477	1
842	0.004674023769	1
843	0.00466625352	1
844	0.004659010693	1
845	0.004652496129	1
846	0.004645354999	1
847	0.004633629281	1
848	0.004623601892	1
849	0.004616154808	1
850	0.00460893817	1
851	0.004602843443	1
852	0.004597502068	1
853	0.004590043071	1
854	0.004581056186	1
855	0.004572279734	1
856	0.004568145695	1
857	0.004556805147	1
858	0.00454698519	1
859	0.00453605471	1
860	0.004526488689	1
861	0.004521993564	1
862	0.004512510051	1
863	0.004505766851	1
864	0.004497974799	1
865	0.004486629954	1
866	0.004474948769	1
867	0.004468128613	1
868	0.00445993093	1
869	0.004452783716	1
870	0.00444194319	1
871	0.004437071214	1
872	0.004429322268	1
873	0.004424160896	1
874	0.004417705013	1
875	0.004405073386	1
876	0.004397376676	1
877	0.004388883637	1
878	0.004380435189	1
879	0.0043736705	1
880	0.004369840857	1
881	0.00436588465	1
882	0.00435827361	1
883	0.004352748544	1
884	0.004346763223	1
885	0.004340424077	1
886	0.004336141457	1
887	0.004332301802	1
888	0.004327025976	1
889	0.004321731517	1
890	0.004315713909	1
891	0.004310151945	1
892	0.004304210184	1
893	0.004296385243	1
894	0.004290347926	1
895	0.004284690468	1
896	0.004278062662	1
897	0.004273635579	1
898	0.004266777505	1
899	0.00426101533	1
900	0.004250629508	1
901	0.004239815082	1
902	0.00423555938	1
903	0.004229620749	1
904	0.004224162205	1
905	0.004217110885	1
906	0.004204197167	1
907	0.004194580651	1
908	0.004191900237	1
909	0.004185231112	1
910	0.004178368704	1
911	0.004169378281	1
912	0.004159412106	1
913	0.004149701152	1
914	0.004145058224	1
915	0.004141962475	1
916	0.004136077482	1
917	0.004129059713	1
918	0.004123448864	1
919	0.004119312549	1
920	0.004114623384	1
921	0.004108398565	1
922	0.004104348457	1
923	0.004100427329	1
924	0.004092178519	1
925	0.004086679605	1
926	0.004081363823	1
927	0.00407400263	1
928	0.0040710321	1
929	0.004064746173	1
930	0.004059115255	1
931	0.004052406561	1
932	0.004048963456	1
933	0.004041692654	1
934	0.004034709804	1
935	0.004030148662	1
936	0.004023506744	1
937	0.004018057899	1
938	0.004010954052	1
939	0.004002334879	1
940	0.003997035889	1
941	0.003992233068	1
942	0.003986185537	1
943	0.00398191835	1
944	0.003976662609	1
945	0.003971354213	1
946	0.003966862487	1
947	0.003961222781	1
948	0.00395432484	1
949	0.003948272799	1
950	0.003943753172	1
951	0.003928216208	1
952	0.003923447543	1
953	0.003918075813	1
954	0.003912514498	1
955	0.003908730909	1
956	0.003903804599	1
957	0.00389587678	1
958	0.003892462474	1
959	0.003885875629	1
960	0.003877586402	1
961	0.003870597421	1
962	0.003864527811	1
963	0.003859449293	1
964	0.003855099226	1
965	0.003850566275	1
966	0.003846911363	1
967	0.003840858643	1
968	0.003835562926	1
969	0.003830957508	1
970	0.003826766321	1
971	0.003824024633	1
972	0.003819438935	1
973	0.003814287319	1
974	0.003809094915	1
975	0.00380544914	1
976	0.003801374642	1
977	0.003797101736	1
978	0.003791880282	1
979	0.003786711084	1
980	0.003781269865	1
981	0.003776129411	1
982	0.003772271078	1
983	0.00376656954	1
984	0.003763242552	1
985	0.003760040871	1
986	0.003755821082	1
987	0.003750913236	1
988	0.00374443257	1
989	0.003740460781	1
990	0.003735245012	1
991	0.003732089474	1
992	0.00372835563	1
993	0.003725246715	1
994	0.003718189581	1
995	0.003710165073	1
996	0.003702667399	1
997	0.003700151403	1
998	0.003694923195	1
999	0.003688836003	1
99	0.003477167227	1
6390983	1
996	0.002959706826	1
997	0.002956527672	1
998	0.002953370083	1
999	0.002950671177	1
